Chromosome,Start,End,Strand,Name,Transcript,ID
chr12,85408266,85423724,-,TSPAN19,5,ENSG00000231738
chr12,85431955,85638719,+,LRRIQ1,4,ENSG00000133640
chr12,85674040,85695253,+,ALX1,1,ENSG00000180318
chr12,86198480,86229979,-,RASSF9,1,ENSG00000198774
chr12,86268182,86276153,+,NTS,2,ENSG00000133636
chr12,86373067,86421962,-,MGAT4C,8,ENSG00000182050
chr12,88374108,88420739,-,C12orf50,3,ENSG00000165805
chr12,88429426,88442199,+,C12orf29,5,ENSG00000133641
chr12,88442961,88535084,-,CEP290,8,ENSG00000198707
chr12,88542093,88589426,+,TMTC3,4,ENSG00000139324
chr12,88898973,88974055,-,KITLG,4,ENSG00000049130
chr12,89743031,89745816,-,DUSP6,4,ENSG00000139318
chr12,89814930,89919672,-,POC1B,10,ENSG00000139323
chr12,89916590,89918326,-,GALNT4,1,ENSG00000257594
chr12,89916590,89919932,-,POC1B-GALNT4,3,ENSG00000259075
chr12,89984761,90049663,-,ATP2B1,7,ENSG00000070961
chr12,91347299,91348519,-,CCER1,2,ENSG00000197651
chr12,91357933,91396342,-,EPYC,2,ENSG00000083782
chr12,91445123,91450058,-,KERA,1,ENSG00000139330
chr12,91497942,91502756,-,LUM,1,ENSG00000139329
chr12,91539502,91572329,-,DCN,21,ENSG00000011465
chr12,92380402,92387179,-,C12orf79,4,ENSG00000257242
chr12,92537856,92539311,-,BTG1,2,ENSG00000133639
chr12,92814786,92821922,-,CLLU1OS,2,ENSG00000205057
chr12,92818457,92818822,+,CLLU1,1,ENSG00000257127
chr12,93100408,93101491,+,C12orf74,2,ENSG00000214215
chr12,93131295,93163971,+,PLEKHG7,2,ENSG00000187510
chr12,93169787,93322842,-,EEA1,4,ENSG00000102189
chr12,93772099,93793155,+,NUDT4,7,ENSG00000173598
chr12,93803815,93835660,-,UBE2N,5,ENSG00000177889
chr12,93863062,93894997,+,MRPL42,9,ENSG00000198015
chr12,93966674,93976822,+,SOCS2,11,ENSG00000120833
chr12,94072551,94287893,+,CRADD,7,ENSG00000169372
chr12,94542748,94699061,+,PLXNC1,6,ENSG00000136040
chr12,94671640,94673566,-,RP11-1105G2.3,1,ENSG00000258365
chr12,94702589,94806266,-,CCDC41,7,ENSG00000173588
chr12,94965211,95044206,-,TMCC3,3,ENSG00000057704
chr12,95322026,95397456,-,NDUFA12,6,ENSG00000184752
chr12,95416005,95461160,-,NR2C1,6,ENSG00000120798
chr12,95475270,95611016,-,FGD6,6,ENSG00000180263
chr12,95611627,95694449,+,VEZT,22,ENSG00000028203
chr12,95770990,95774672,-,RP11-167N24.6,1,ENSG00000258247
chr12,95867956,95907680,+,METAP2,9,ENSG00000111142
chr12,95911930,95928032,-,USP44,6,ENSG00000136014
chr12,96052862,96184087,-,NTN4,5,ENSG00000074527
chr12,96197041,96217047,+,RP11-536G4.1,1,ENSG00000258292
chr12,96252852,96297280,+,SNRPF,3,ENSG00000139343
chr12,96260854,96330287,-,CCDC38,5,ENSG00000165972
chr12,96337177,96361621,+,AMDHD1,3,ENSG00000139344
chr12,96368010,96389688,-,HAL,8,ENSG00000084110
chr12,96394767,96437153,-,LTA4H,4,ENSG00000111144
chr12,96617345,96660958,+,ELK3,5,ENSG00000111145
chr12,96674020,96728840,-,CDK17,7,ENSG00000059758
chr12,96883388,97038945,+,C12orf55,4,ENSG00000188596
chr12,97041753,97254716,+,C12orf63,1,ENSG00000270032
chr12,97301390,97345831,+,NEDD1,10,ENSG00000139350
chr12,98880881,98897610,-,RP11-181C3.1,1,ENSG00000245017
chr12,98909646,98941636,+,TMPO,6,ENSG00000120802
chr12,98987757,98995306,+,SLC25A3,12,ENSG00000075415
chr12,99007363,99038479,-,IKBIP,4,ENSG00000166130
chr12,99042138,99126344,+,APAF1,10,ENSG00000120868
chr12,99129338,100378015,-,ANKS1B,24,ENSG00000185046
chr12,100041953,100043176,+,FAM71C,1,ENSG00000180219
chr12,100422332,100536413,-,UHRF1BP1L,9,ENSG00000111647
chr12,100592905,100617693,+,ACTR6,9,ENSG00000075089
chr12,100646258,100660854,-,DEPDC4,8,ENSG00000166153
chr12,100676749,100732950,+,SCYL2,5,ENSG00000136021
chr12,100751170,100813937,+,SLC17A8,2,ENSG00000179520
chr12,100887102,100957267,+,NR1H4,9,ENSG00000012504
chr12,100988683,101018668,+,GAS2L3,6,ENSG00000139354
chr12,101111304,101520848,+,ANO4,7,ENSG00000151572
chr12,101551057,101603626,-,SLC5A8,1,ENSG00000256870
chr12,101674061,101779901,+,UTP20,1,ENSG00000120800
chr12,101789418,101801423,-,ARL1,8,ENSG00000120805
chr12,101870683,101880549,+,SPIC,2,ENSG00000166211
chr12,101988849,102079460,+,MYBPC1,16,ENSG00000196091
chr12,102091640,102124331,+,CHPT1,7,ENSG00000111666
chr12,102122705,102131713,-,SYCP3,3,ENSG00000139351
chr12,102140942,102224453,-,GNPTAB,7,ENSG00000111670
chr12,102271568,102405641,+,DRAM1,5,ENSG00000136048
chr12,102406886,102455740,-,CCDC53,8,ENSG00000120860
chr12,102468132,102512296,-,NUP37,5,ENSG00000075188
chr12,102517667,102590069,+,PARPBP,11,ENSG00000185480
chr12,102590430,102591548,-,PMCH,1,ENSG00000183395
chr12,102796285,102874159,-,IGF1,6,ENSG00000017427
chr12,103232953,103310908,-,PAH,4,ENSG00000171759
chr12,103352023,103352733,+,ASCL1,1,ENSG00000139352
chr12,103558189,103561913,+,RP11-552I14.1,1,ENSG00000257860
chr12,103667658,103872204,-,C12orf42,7,ENSG00000179088
chr12,103981255,104160114,+,STAB2,3,ENSG00000136011
chr12,104171607,104234934,-,NT5DC3,3,ENSG00000111696
chr12,104235268,104237984,+,RP11-650K20.3,1,ENSG00000257327
chr12,104324294,104347172,+,HSP90B1,4,ENSG00000166598
chr12,104345301,104350516,-,C12orf73,10,ENSG00000204954
chr12,104359816,104380868,+,TDG,7,ENSG00000139372
chr12,104383186,104413426,-,GLT8D2,5,ENSG00000120820
chr12,104458339,104497051,+,HCFC2,3,ENSG00000111727
chr12,104513515,104529231,-,NFYB,3,ENSG00000120837
chr12,104609581,104742199,+,TXNRD1,24,ENSG00000198431
chr12,104697713,104698714,+,EID3,1,ENSG00000255150
chr12,104851190,105151581,+,CHST11,5,ENSG00000171310
chr12,105198930,105322305,-,SLC41A2,9,ENSG00000136052
chr12,105380131,105388474,+,C12orf45,2,ENSG00000151131
chr12,105418202,105478214,-,ALDH1L2,4,ENSG00000136010
chr12,105501579,105560709,+,KIAA1033,6,ENSG00000136051
chr12,105568092,105629790,-,APPL2,9,ENSG00000136044
chr12,105724670,105789485,+,C12orf75,4,ENSG00000235162
chr12,106460580,106532431,-,NUAK1,4,ENSG00000074590
chr12,106632802,106647906,-,CKAP4,2,ENSG00000136026
chr12,106704854,106740308,+,TCP11L2,9,ENSG00000166046
chr12,106751658,106903327,+,POLR3B,3,ENSG00000013503
chr12,106889938,107168676,-,RP11-144F15.1,2,ENSG00000257545
chr12,106977099,107155247,+,RFX4,10,ENSG00000111783
chr12,107168441,107279793,+,RIC8B,10,ENSG00000111785
chr12,107360895,107365169,+,C12orf23,7,ENSG00000151135
chr12,107371335,107372492,-,MTERFD3,6,ENSG00000120832
chr12,107386565,107486739,-,CRY1,2,ENSG00000008405
chr12,107712718,108051495,+,BTBD11,7,ENSG00000151136
chr12,108079677,108105997,+,PWP1,4,ENSG00000136045
chr12,108127987,108154292,-,PRDM4,4,ENSG00000110851
chr12,108168993,108169514,+,ASCL4,1,ENSG00000187855
chr12,108589610,108642120,+,WSCD2,5,ENSG00000075035
chr12,108685618,108687368,-,CMKLR1,7,ENSG00000174600
chr12,108910750,108919382,+,FICD,4,ENSG00000198855
chr12,108917234,108954930,-,SART3,9,ENSG00000075856
chr12,108956399,108962692,+,ISCU,8,ENSG00000136003
chr12,108985308,108986159,-,TMEM119,4,ENSG00000183160
chr12,109016845,109025677,-,SELPLG,3,ENSG00000110876
chr12,109041179,109096725,-,CORO1C,13,ENSG00000110880
chr12,109181764,109251272,-,SSH1,7,ENSG00000084112
chr12,109278783,109294311,+,DAO,6,ENSG00000110887
chr12,109306311,109458673,-,SVOP,6,ENSG00000166111
chr12,109490484,109523736,+,USP30,7,ENSG00000135093
chr12,109526011,109530591,-,ALKBH2,6,ENSG00000189046
chr12,109535485,109547774,+,UNG,4,ENSG00000076248
chr12,109577211,109704167,+,ACACB,7,ENSG00000076555
chr12,109717124,109746126,-,FOXN4,4,ENSG00000139445
chr12,109826524,109884987,+,MYO1H,3,ENSG00000174527
chr12,109889400,109915067,-,KCTD10,12,ENSG00000110906
chr12,109921357,109972587,+,UBE3B,11,ENSG00000151148
chr12,109994833,110011285,-,MMAB,8,ENSG00000139428
chr12,110012628,110034382,+,MVK,10,ENSG00000110921
chr12,110181952,110207093,+,FAM222A,2,ENSG00000139438
chr12,110221426,110252601,-,TRPV4,9,ENSG00000111199
chr12,110290360,110318179,-,GLTP,5,ENSG00000139433
chr12,110340832,110354428,+,TCHP,4,ENSG00000139437
chr12,110370783,110434029,-,GIT2,13,ENSG00000139436
chr12,110437494,110475359,+,ANKRD13A,5,ENSG00000076513
chr12,110466378,110511233,-,C12orf76,7,ENSG00000174456
chr12,110565186,110656031,+,IFT81,6,ENSG00000122970
chr12,110719595,110788110,+,ATP2A2,7,ENSG00000174437
chr12,110811949,110841534,-,ANAPC7,4,ENSG00000196510
chr12,110872960,110888065,-,ARPC3,3,ENSG00000111229
chr12,110890839,110906441,-,GPN3,7,ENSG00000111231
chr12,110906681,110927942,+,FAM216A,2,ENSG00000204856
chr12,110929810,110939856,-,VPS29,6,ENSG00000111237
chr12,110940143,110969486,+,RAD9B,6,ENSG00000151164
chr12,110974842,111020836,-,PPTC7,1,ENSG00000196850
chr12,111051988,111086933,+,TCTN1,18,ENSG00000204852
chr12,111065970,111121050,-,HVCN1,7,ENSG00000122986
chr12,111157939,111180512,-,PPP1CC,7,ENSG00000186298
chr12,111290759,111345280,+,CCDC63,3,ENSG00000173093
chr12,111348881,111358333,-,MYL2,2,ENSG00000111245
chr12,111471982,111786129,+,CUX2,2,ENSG00000111249
chr12,111800325,111803370,-,FAM109A,7,ENSG00000198324
chr12,111855950,111886106,+,SH2B3,3,ENSG00000111252
chr12,111890537,112037318,-,ATXN2,13,ENSG00000204842
chr12,112082003,112123596,-,BRAP,3,ENSG00000089234
chr12,112130514,112194277,+,ACAD10,9,ENSG00000111271
chr12,112191694,112229222,+,RP11-162P23.2,1,ENSG00000257767
chr12,112204787,112247379,+,ALDH2,4,ENSG00000111275
chr12,112280538,112330865,+,MAPKAPK5,5,ENSG00000089022
chr12,112369425,112443074,-,TMEM116,14,ENSG00000198270
chr12,112451270,112460456,+,ERP29,4,ENSG00000089248
chr12,112467335,112546577,-,NAA25,4,ENSG00000111300
chr12,112568327,112590595,+,TRAFD1,7,ENSG00000135148
chr12,112600191,112757291,-,HECTD4,4,ENSG00000173064
chr12,112843028,112846460,-,RPL6,8,ENSG00000089009
chr12,112856916,112942568,+,PTPN11,3,ENSG00000179295
chr12,113266124,113334585,+,RPH3A,22,ENSG00000089169
chr12,113344845,113369727,+,OAS1,10,ENSG00000089127
chr12,113376336,113407778,+,OAS3,4,ENSG00000111331
chr12,113416414,113448289,+,OAS2,5,ENSG00000111335
chr12,113495998,113534744,+,DTX1,1,ENSG00000135144
chr12,113537734,113573267,-,RASAL1,4,ENSG00000111344
chr12,113587663,113595484,+,CCDC42B,2,ENSG00000186710
chr12,113596682,113623256,-,DDX54,5,ENSG00000123064
chr12,113623819,113629622,+,C12orf52,3,ENSG00000139405
chr12,113633380,113645971,-,IQCD,3,ENSG00000166578
chr12,113659002,113733881,+,TPCN1,16,ENSG00000186815
chr12,113737582,113770683,-,SLC24A6,11,ENSG00000089060
chr12,113796406,113826431,+,PLBD2,3,ENSG00000151176
chr12,113830746,113864077,-,SDS,3,ENSG00000135094
chr12,113865788,113875884,+,SDSL,6,ENSG00000139410
chr12,113900995,113909303,-,LHX5,1,ENSG00000089116
chr12,114261029,114404032,-,RBM19,4,ENSG00000122965
chr12,114793337,114841703,-,TBX5,4,ENSG00000089225
chr12,115109646,115121005,-,TBX3,2,ENSG00000135111
chr12,115800959,115802107,+,RP11-116D17.1,1,ENSG00000257726
chr12,116399071,116714936,-,MED13L,5,ENSG00000123066
chr12,117013748,117014125,+,MAP1LC3B2,2,ENSG00000171471
chr12,117155615,117175772,-,C12orf49,5,ENSG00000111412
chr12,117178303,117290517,+,RNFT2,5,ENSG00000135119
chr12,117318837,117319112,-,HRK,2,ENSG00000135116
chr12,117348843,117465977,+,FBXW8,2,ENSG00000174989
chr12,117476938,117537246,-,TESC,6,ENSG00000088992
chr12,117583892,117628261,-,FBXO21,4,ENSG00000135108
chr12,117653114,117768874,-,NOS1,3,ENSG00000089250
chr12,117905004,118406060,-,KSR2,3,ENSG00000171435
chr12,118454633,118469083,+,RFC5,8,ENSG00000111445
chr12,118472001,118499967,-,WSB2,8,ENSG00000176871
chr12,118504444,118541476,-,VSIG10,2,ENSG00000176834
chr12,118574015,118582608,+,PEBP1,1,ENSG00000089220
chr12,118588802,118693372,-,TAOK3,14,ENSG00000135090
chr12,118814497,118852238,+,SUDS3,2,ENSG00000111707
chr12,119419688,119594603,+,SRRM4,1,ENSG00000139767
chr12,119617118,119658757,+,HSPB8,2,ENSG00000152137
chr12,119772982,119978520,+,CCDC60,3,ENSG00000183273
chr12,120031654,120078510,+,TMEM233,1,ENSG00000224982
chr12,120106050,120118130,+,PRKAB1,5,ENSG00000111725
chr12,120126037,120313972,-,CIT,5,ENSG00000122966
chr12,120137621,120138608,+,RP1-127H14.3,1,ENSG00000255692
chr12,120427673,120530965,+,CCDC64,6,ENSG00000135127
chr12,120534219,120554454,-,RAB35,5,ENSG00000111737
chr12,120565653,120632500,-,GCN1L1,1,ENSG00000089154
chr12,120634576,120638586,-,RPLP0,16,ENSG00000089157
chr12,120650117,120703432,-,PXN,12,ENSG00000089159
chr12,120741365,120750839,+,SIRT4,2,ENSG00000089163
chr12,120759996,120765556,-,PLA2G1B,3,ENSG00000170890
chr12,120783394,120806894,-,MSI1,2,ENSG00000135097
chr12,120875930,120878340,+,COX6A1,1,ENSG00000111775
chr12,120876001,120897762,+,AL021546.6,1,ENSG00000111780
chr12,120882675,120884175,-,TRIAP1,1,ENSG00000170855
chr12,120884284,120897762,+,GATC,3,ENSG00000257218
chr12,120899822,120907412,-,SRSF9,3,ENSG00000111786
chr12,120934225,120936013,+,DYNLL1,10,ENSG00000088986
chr12,120941587,120966944,-,COQ5,6,ENSG00000110871
chr12,120972615,121014469,+,RNF10,13,ENSG00000022840
chr12,121017121,121019165,-,POP5,2,ENSG00000167272
chr12,121078489,121104703,+,CABP1,4,ENSG00000157782
chr12,121125100,121134358,+,MLEC,4,ENSG00000110917
chr12,121148278,121157835,+,UNC119B,1,ENSG00000175970
chr12,121163689,121177251,+,ACADS,2,ENSG00000122971
chr12,121202802,121341670,-,SPPL3,6,ENSG00000157837
chr12,121409319,121409723,-,AC079602.1,1,ENSG00000272214
chr12,121416429,121438995,+,HNF1A,13,ENSG00000135100
chr12,121441956,121454277,-,C12orf43,10,ENSG00000157895
chr12,121458364,121476774,-,OASL,3,ENSG00000135114
chr12,121570774,121622605,+,P2RX7,15,ENSG00000089041
chr12,121647968,121671352,+,P2RX4,9,ENSG00000135124
chr12,121678271,121712329,-,CAMKK2,13,ENSG00000110931
chr12,121746283,121790143,-,ANAPC5,10,ENSG00000089053
chr12,121838016,121868297,+,RNF34,7,ENSG00000170633
chr12,121867919,122018816,-,KDM2B,14,ENSG00000089094
chr12,122064648,122079549,+,ORAI1,2,ENSG00000182500
chr12,122090640,122107389,-,MORN3,3,ENSG00000139714
chr12,122150802,122213777,+,TMEM120B,4,ENSG00000188735
chr12,122217404,122231539,-,RHOF,2,ENSG00000139725
chr12,122242644,122268145,+,SETD1B,3,ENSG00000139718
chr12,122277634,122296729,-,HPD,2,ENSG00000158104
chr12,122326763,122354217,+,PSMD9,9,ENSG00000110801
chr12,122326763,122354217,+,RP11-87C12.2,1,ENSG00000256950
chr12,122359212,122441670,+,WDR66,2,ENSG00000158023
chr12,122459998,122497069,+,BCL7A,2,ENSG00000110987
chr12,122516760,122626359,+,MLXIP,6,ENSG00000175727
chr12,122656959,122658719,-,IL31,1,ENSG00000204671
chr12,122667692,122687989,+,LRRC43,3,ENSG00000158113
chr12,122689166,122691935,+,B3GNT4,3,ENSG00000176383
chr12,122692928,122710561,-,DIABLO,13,ENSG00000184047
chr12,122702922,122750955,-,RP11-512M8.5,1,ENSG00000256861
chr12,122716793,122750955,-,VPS33A,4,ENSG00000139719
chr12,122757422,122864999,-,CLIP1,12,ENSG00000130779
chr12,122958044,122985387,-,ZCCHC8,8,ENSG00000033030
chr12,122990074,123011400,-,RSRC2,9,ENSG00000111011
chr12,123014611,123110775,+,KNTC1,7,ENSG00000184445
chr12,123186739,123187830,-,HCAR2,1,ENSG00000182782
chr12,123200121,123201284,-,HCAR3,1,ENSG00000255398
chr12,123213846,123214886,-,HCAR1,3,ENSG00000196917
chr12,123238249,123254184,+,DENR,2,ENSG00000139726
chr12,123259218,123311016,+,CCDC62,6,ENSG00000130783
chr12,123320098,123346300,+,HIP1R,2,ENSG00000130787
chr12,123351663,123380609,-,VPS37B,3,ENSG00000139722
chr12,123405585,123444782,-,ABCB9,18,ENSG00000150967
chr12,123459799,123463893,+,OGFOD2,12,ENSG00000111325
chr12,123464935,123467223,+,ARL6IP4,14,ENSG00000182196
chr12,123470574,123519137,-,PITPNM2,7,ENSG00000090975
chr12,123637080,123714911,-,MPHOSPH9,16,ENSG00000051825
chr12,123738222,123741578,+,C12orf65,6,ENSG00000130921
chr12,123746283,123756165,-,CDK2AP1,6,ENSG00000111328
chr12,123780455,123834988,-,SBNO1,4,ENSG00000139697
chr12,123868746,123892250,+,SETD8,4,ENSG00000183955
chr12,123900438,123920967,-,RILPL2,1,ENSG00000150977
chr12,123944436,123950828,+,SNRNP35,3,ENSG00000184209
chr12,123957085,124018029,-,RILPL1,3,ENSG00000188026
chr12,124069184,124081276,+,TMED2,3,ENSG00000086598
chr12,124086696,124104687,+,DDX55,6,ENSG00000111364
chr12,124106303,124118151,-,EIF2B1,4,ENSG00000111361
chr12,124118407,124144782,+,GTF2H3,9,ENSG00000111358
chr12,124155788,124192260,+,TCTN2,3,ENSG00000168778
chr12,124197113,124242579,+,ATP6V0A2,4,ENSG00000185344
chr12,124247067,124420028,+,DNAH10,3,ENSG00000197653
chr12,124418639,124419130,-,DNAH10OS,1,ENSG00000250091
chr12,124421605,124428852,-,CCDC92,7,ENSG00000119242
chr12,124496692,124497477,+,ZNF664,4,ENSG00000179195
chr12,124779976,124799071,+,FAM101A,4,ENSG00000178882
chr12,124809948,124979797,-,NCOR2,17,ENSG00000196498
chr12,125263013,125348266,-,SCARB1,9,ENSG00000073060
chr12,125396260,125398317,-,UBC,12,ENSG00000150991
chr12,125432348,125473568,-,DHX37,3,ENSG00000150990
chr12,125478337,125509976,+,BRI3BP,1,ENSG00000184992
chr12,125550131,125626775,+,AACS,13,ENSG00000081760
chr12,125811170,126139256,+,TMEM132B,2,ENSG00000139364
chr12,128751948,129190840,+,TMEM132C,3,ENSG00000181234
chr12,129278741,129308488,-,SLC15A4,5,ENSG00000139370
chr12,129338127,129467635,+,GLT1D1,7,ENSG00000151948
chr12,129558420,130387884,-,TMEM132D,2,ENSG00000151952
chr12,130647488,130649233,+,FZD10,2,ENSG00000111432
chr12,130827137,130856143,+,PIWIL1,7,ENSG00000125207
chr12,130883680,130963558,-,RIMBP2,5,ENSG00000060709
chr12,131276445,131323644,-,STX2,3,ENSG00000111450
chr12,131356582,131360471,+,RAN,8,ENSG00000132341
chr12,131439011,131623808,+,GPR133,10,ENSG00000111452
chr12,131514221,131514769,-,AC078925.1,1,ENSG00000268091
chr12,131780941,131781585,+,AC092850.1,1,ENSG00000267819
chr12,132195775,132284033,+,SFSWAP,5,ENSG00000061936
chr12,132313040,132335819,+,MMP17,8,ENSG00000198598
chr12,132379547,132405906,+,ULK1,5,ENSG00000177169
chr12,132414268,132428131,+,PUS1,10,ENSG00000177192
chr12,132445165,132562218,+,EP400,5,ENSG00000183495
chr12,132588566,132599074,+,EP400NL,10,ENSG00000185684
chr12,132623817,132628841,-,DDX51,1,ENSG00000185163
chr12,132629034,132636946,+,NOC4L,3,ENSG00000184967
chr12,132681652,132905789,-,GALNT9,7,ENSG00000182870
chr12,133049334,133050726,-,MUC8,1,ENSG00000269676
chr12,133067157,133160364,+,FBRSL1,2,ENSG00000112787
chr12,133195403,133198558,+,P2RX2,10,ENSG00000187848
chr12,133201283,133263901,-,POLE,7,ENSG00000177084
chr12,133264257,133294040,+,PXMP2,5,ENSG00000176894
chr12,133266950,133291498,+,RP13-672B3.2,1,ENSG00000256632
chr12,133287463,133297414,+,PGAM5,4,ENSG00000247077
chr12,133303828,133338384,-,ANKLE2,9,ENSG00000176915
chr12,133349691,133398714,-,GOLGA3,5,ENSG00000090615
chr12,133418140,133463914,-,CHFR,12,ENSG00000072609
chr12,133501959,133522221,-,ZNF605,2,ENSG00000196458
chr12,133563427,133588067,+,ZNF26,4,ENSG00000198393
chr12,133618054,133639864,+,ZNF84,11,ENSG00000198040
chr12,133657907,133683237,+,ZNF140,10,ENSG00000196387
chr12,133696870,133698504,-,ZNF891,2,ENSG00000214029
chr12,133721079,133733554,+,ZNF10,8,ENSG00000256223
chr12,133721079,133778748,+,CTD-2140B24.4,1,ENSG00000256825
chr12,133721079,133781116,+,ZNF268,16,ENSG00000090612
chr12,133787351,133787680,-,AC226150.4,1,ENSG00000255748
chr12,133795471,133810942,-,ANHX,2,ENSG00000227059
chr13,19748003,19755887,-,TUBA3C,1,ENSG00000198033
chr13,19759450,19761466,+,RP11-408E5.4,1,ENSG00000121388
chr13,19997202,20077374,-,TPTE2,9,ENSG00000132958
chr13,20207889,20246015,+,MPHOSPH8,3,ENSG00000196199
chr13,20251940,20356897,-,PSPC1,4,ENSG00000121390
chr13,20268779,20268961,+,AL354808.2,1,ENSG00000269591
chr13,20398617,20426320,-,ZMYM5,4,ENSG00000132950
chr13,20567213,20660154,+,ZMYM2,6,ENSG00000121741
chr13,20716120,20717427,-,GJA3,1,ENSG00000121743
chr13,20763040,20763720,-,GJB2,2,ENSG00000165474
chr13,20796834,20797619,-,GJB6,4,ENSG00000121742
chr13,20978268,21099933,-,CRYL1,2,ENSG00000165475
chr13,21142116,21265314,+,IFT88,5,ENSG00000032742
chr13,21278141,21296093,+,IL17D,1,ENSG00000172458
chr13,21303219,21331737,-,N6AMT2,2,ENSG00000150456
chr13,21357861,21476877,-,XPO4,2,ENSG00000132953
chr13,21549009,21620165,-,LATS2,2,ENSG00000150457
chr13,21714692,21721481,+,SAP18,5,ENSG00000150459
chr13,21729242,21750616,-,SKA3,5,ENSG00000165480
chr13,21751056,21751364,+,MRP63,1,ENSG00000173141
chr13,21950787,22033310,-,ZDHHC20,6,ENSG00000180776
chr13,22067388,22178287,-,MICU2,2,ENSG00000165487
chr13,22246052,22275574,+,FGF9,1,ENSG00000102678
chr13,23777834,23898680,+,SGCG,3,ENSG00000102683
chr13,23903556,23985378,-,SACS,5,ENSG00000151835
chr13,24164323,24247519,+,TNFRSF19,4,ENSG00000127863
chr13,24304487,24463459,-,MIPEP,2,ENSG00000027001
chr13,24322243,24323901,+,AL139080.1,1,ENSG00000268735
chr13,24465428,24471125,-,C1QTNF9B,4,ENSG00000205863
chr13,24797068,24890145,+,SPATA13,9,ENSG00000182957
chr13,24890142,24895906,+,C1QTNF9,2,ENSG00000240654
chr13,24895264,24895566,-,AL359736.1,1,ENSG00000205850
chr13,24995257,25077914,-,PARP4,1,ENSG00000102699
chr13,25254882,25285660,+,ATP12A,2,ENSG00000075673
chr13,25338342,25453423,+,RNF17,5,ENSG00000132972
chr13,25457315,25487163,-,CENPJ,3,ENSG00000151849
chr13,25670337,25672232,+,PABPC3,1,ENSG00000151846
chr13,25743742,25745757,-,AMER2,3,ENSG00000165566
chr13,25802678,25861385,-,MTMR6,2,ENSG00000139505
chr13,25875912,25914272,+,NUPL1,8,ENSG00000139496
chr13,25946351,26594123,+,ATP8A2,3,ENSG00000132932
chr13,26442061,26455095,+,AL138815.1,1,ENSG00000215549
chr13,26452422,26452679,-,AL138815.2,1,ENSG00000268344
chr13,26620651,26625113,-,SHISA2,1,ENSG00000180730
chr13,26787961,26793786,-,RNF6,4,ENSG00000127870
chr13,26828779,26978218,+,CDK8,2,ENSG00000132964
chr13,27216408,27259982,+,WASF3,2,ENSG00000132970
chr13,27332960,27333964,-,GPR12,2,ENSG00000132975
chr13,27643420,27745776,-,USP12,1,ENSG00000152484
chr13,27827914,27830662,+,RPL21,7,ENSG00000122026
chr13,27845082,27847631,+,RASL11A,1,ENSG00000122035
chr13,27998875,28009734,+,GTF3A,5,ENSG00000122034
chr13,28009812,28014585,-,MTIF3,4,ENSG00000122033
chr13,28122472,28155840,-,LNX2,1,ENSG00000139517
chr13,28196121,28240090,+,POLR1D,3,ENSG00000186184
chr13,28366828,28368085,+,GSX1,1,ENSG00000169840
chr13,28494276,28498838,+,PDX1,1,ENSG00000139515
chr13,28519397,28519552,+,ATP5EP2,1,ENSG00000180389
chr13,28537252,28543143,-,CDX2,1,ENSG00000165556
chr13,28552243,28562774,-,URAD,1,ENSG00000183463
chr13,28578189,28674647,-,FLT3,4,ENSG00000122025
chr13,28712795,28866659,+,PAN3,3,ENSG00000152520
chr13,28877304,29068980,-,FLT1,5,ENSG00000102755
chr13,29233322,29252239,+,POMP,1,ENSG00000132963
chr13,29275084,29292135,-,SLC46A3,2,ENSG00000139508
chr13,29598806,30077343,+,MTUS2,3,ENSG00000132938
chr13,30088617,30110325,-,SLC7A1,2,ENSG00000139514
chr13,30341392,30423675,-,UBL3,1,ENSG00000122042
chr13,30782677,30857914,-,KATNAL1,4,ENSG00000102781
chr13,31035494,31037817,-,HMGB1,7,ENSG00000189403
chr13,31195278,31233493,+,USPL1,1,ENSG00000132952
chr13,31309743,31338243,+,ALOX5AP,1,ENSG00000132965
chr13,31480653,31498572,+,MEDAG,2,ENSG00000102802
chr13,31506853,31549044,+,TEX26,2,ENSG00000175664
chr13,31711226,31736231,-,HSPH1,7,ENSG00000120694
chr13,31774222,31903805,+,B3GALTL,1,ENSG00000187676
chr13,32313750,32376542,+,RXFP2,2,ENSG00000133105
chr13,32605933,32869597,+,FRY,5,ENSG00000073910
chr13,32878016,32886062,-,ZAR1L,2,ENSG00000189167
chr13,32890598,32972907,+,BRCA2,5,ENSG00000139618
chr13,32976017,33002219,-,N4BP2L1,7,ENSG00000139597
chr13,33010519,33111164,-,N4BP2L2,6,ENSG00000244754
chr13,33222910,33349190,+,PDS5B,3,ENSG00000083642
chr13,33590579,33638323,+,KL,2,ENSG00000133116
chr13,33679730,33924550,-,STARD13,5,ENSG00000133121
chr13,34392316,34540262,+,RFC3,2,ENSG00000133119
chr13,35516958,36245128,+,NBEA,6,ENSG00000172915
chr13,36049196,36050275,-,MAB21L1,1,ENSG00000180660
chr13,36348672,36700274,-,DCLK1,4,ENSG00000133083
chr13,36743171,36857743,-,SOHLH2,3,ENSG00000120669
chr13,36743171,36857743,-,CCDC169-SOHLH2,1,ENSG00000250709
chr13,36801338,36871856,-,CCDC169,8,ENSG00000242715
chr13,36878502,36909967,-,SPG20,4,ENSG00000133104
chr13,36939724,36942361,+,SPG20OS,3,ENSG00000120664
chr13,37006759,37016802,+,CCNA1,4,ENSG00000133101
chr13,37269216,37269539,+,SERTM1,1,ENSG00000180440
chr13,37393495,37401890,+,RFXAP,1,ENSG00000133111
